CVE,Associated CPE,Priority Tier,Priority Rationale,CVSS V3 Base,EPSS Score,EPSS Percentile,CISA KEV,VulnCheck KEV,Max Exploit Maturity,NVD Published,First Exploit Published,Weaponized Exploit Published,CISA KEV Date Added,VulnCheck KEV Date Added,Ransomware Associated,Botnet Associated,APT Associated,Threat Actors,Description
CVE-2026-32155,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00258,0.17562,False,False,unproven,,,,,,False,False,False,None,Use after free in Desktop Window Manager allows an authorized attacker to elevate privileges locally.
CVE-2026-21240,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00267,0.18917,False,False,unproven,,,,,,False,False,False,None,Time-of-check time-of-use (toctou) race condition in Windows HTTP.sys allows an authorized attacker to elevate privileges locally.
CVE-2026-33835,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.02117,0.80271,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-33837,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.01838,0.77136,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Windows TCP/IP allows an authorized attacker to elevate privileges locally.
CVE-2026-33840,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.02014,0.79225,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.
CVE-2026-62880,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.0024,0.15318,False,False,unproven,,,,,,False,False,False,None,Out-of-bounds read in Windows NTFS allows an authorized attacker to elevate privileges locally.
CVE-2026-26156,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00411,0.3425,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Windows Hyper-V allows an unauthorized attacker to execute code locally.
CVE-2026-34338,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00249,0.16459,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Telephony Service allows an authorized attacker to elevate privileges locally.
CVE-2026-57091,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00361,0.29139,False,False,unproven,,,,,,False,False,False,None,Stack-based buffer overflow in Windows File History Service allows an authorized attacker to elevate privileges locally.
CVE-2025-60713,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00401,0.33307,False,False,unproven,,,,,,False,False,False,None,Untrusted pointer dereference in Windows Routing and Remote Access Service (RRAS) allows an authorized attacker to elevate privileges locally.
CVE-2026-49166,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.0024,0.15274,False,False,unproven,,,,,,False,False,False,None,Use after free in Microsoft Printer Drivers allows an authorized attacker to elevate privileges locally.
CVE-2026-50509,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.03172,0.86934,False,False,unproven,,,,,,False,False,False,None,Deserialization of untrusted data in Windows Wireless Wide Area Network Service allows an authorized attacker to elevate privileges locally.
CVE-2026-62761,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00363,0.29421,False,False,unproven,,,,,,False,False,False,None,Improper link resolution before file access ('link following') in Windows DHCP Server allows an authorized attacker to elevate privileges locally.
CVE-2025-54916,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.02291,0.81766,False,False,unproven,,,,,,False,False,False,None,Stack-based buffer overflow in Windows NTFS allows an authorized attacker to execute code locally.
CVE-2026-62711,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00311,0.2371,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Win32K allows an authorized attacker to elevate privileges locally.
CVE-2025-58714,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00254,0.17118,False,False,unproven,,,,,,False,False,False,None,Improper access control in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-50421,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00311,0.23713,False,False,unproven,,,,,,False,False,False,None,Access of resource using incompatible type ('type confusion') in Windows Connected User Experiences and Telemetry allows an authorized attacker to elevate privileges locally.
CVE-2026-58540,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00278,0.20212,False,False,unproven,,,,,,False,False,False,None,Improper authorization in Windows Installer allows an authorized attacker to elevate privileges locally.
CVE-2026-50326,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00311,0.23712,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Unified Consent System allows an authorized attacker to elevate privileges locally.
CVE-2026-58602,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00223,0.13174,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Kernel Mode Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-56189,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00396,0.32773,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Microsoft Windows Media Foundation allows an unauthorized attacker to execute code locally.
CVE-2025-55696,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00207,0.11049,False,False,unproven,,,,,,False,False,False,None,Time-of-check time-of-use (toctou) race condition in NtQueryInformation Token function (ntifs.h) allows an authorized attacker to elevate privileges locally.
CVE-2026-20811,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00504,0.40745,False,False,unproven,,,,,,False,False,False,None,Access of resource using incompatible type ('type confusion') in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.
CVE-2026-34337,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00163,0.05995,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-44809,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00267,0.18868,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Common Log File System Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-24290,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00331,0.25947,False,False,unproven,,,,,,False,False,False,None,Improper access control in Windows Projected File System allows an authorized attacker to elevate privileges locally.
CVE-2026-50679,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00311,0.23715,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Microsoft Windows Search Component allows an authorized attacker to elevate privileges locally.
CVE-2026-27910,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00206,0.10979,False,False,unproven,,,,,,False,False,False,None,Improper handling of insufficient permissions or privileges in Windows Installer allows an authorized attacker to elevate privileges locally.
CVE-2026-44800,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00153,0.04936,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Push Notifications allows an authorized attacker to elevate privileges locally.
CVE-2025-55233,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00392,0.32362,False,False,unproven,,,,,,False,False,False,None,Out-of-bounds read in Windows Projected File System allows an authorized attacker to elevate privileges locally.
CVE-2026-34343,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00326,0.25447,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Windows Application Identity (AppID) Subsystem allows an authorized attacker to elevate privileges locally.
CVE-2026-49796,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00389,0.32068,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Windows GDI+ allows an unauthorized attacker to execute code locally.
CVE-2026-50311,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00242,0.15597,False,False,unproven,,,,,,False,False,False,None,Improper access control in Windows Server allows an authorized attacker to elevate privileges locally.
CVE-2026-50331,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.0024,0.15278,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Application Model allows an authorized attacker to elevate privileges locally.
CVE-2026-54987,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.0024,0.15276,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Windows Overlay Filter allows an authorized attacker to elevate privileges locally.
CVE-2026-58541,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00289,0.21415,False,False,unproven,,,,,,False,False,False,None,Access of resource using incompatible type ('type confusion') in Windows DWM allows an authorized attacker to elevate privileges locally.
CVE-2026-20874,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00309,0.23466,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-21232,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00417,0.34734,False,False,unproven,,,,,,False,False,False,None,Untrusted pointer dereference in Windows HTTP.sys allows an authorized attacker to elevate privileges locally.
CVE-2026-24289,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.04491,0.90663,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Kernel allows an authorized attacker to elevate privileges locally.
CVE-2026-32154,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.8,0.00383,0.31434,False,False,unproven,,,,,,False,False,False,None,Use after free in Desktop Window Manager allows an authorized attacker to elevate privileges locally.
